"url","finalUrl","status","contentType","durationMs","title","titleLength","metaDescription","metaDescriptionLength","robots","canonical","h1Count","h1","wordCount","linkCount","imageCount","jsonLdCount","invalidJsonLd","schemaTypes","suspicious","error"
"https://x3yyntt5tp-staging.wpdns.site/es/","https://x3yyntt5tp-staging.wpdns.site/es/","200","text/html; charset=UTF-8","1773","Chroma Academy | Guardería y preescolar en Metro Atlanta","56","Descubre Chroma Early Learning Academy para guardería, preescolar, GA Pre-K y educación temprana para familias en Metro Atlanta.","128","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/","1","El arte de crecer.","2490","142","6","3","0","EducationalOrganization|FAQPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/2026/05/22/georgia-pre-k-parent-guide/","https://x3yyntt5tp-staging.wpdns.site/2026/05/22/georgia-pre-k-parent-guide/","200","text/html; charset=UTF-8","1541","Georgia Pre-K Parent Guide: Everything You Need to Know for 2026 | Chroma Early Learning Academy","96","Georgia Pre-K Parent Guide: Everything You Need to Know for 2026 Direct Answer Georgia’s Pre-K program provides free, lottery-funded pre-kindergarten for all 4-year-old Georgia residents (must turn 4 by September...","215","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/2026/05/22/georgia-pre-k-parent-guide/","1","Georgia Pre-K Parent Guide: Everything You Need to Know for 2026","2845","31","5","3","0","BreadcrumbList|Person|BlogPosting","",""
"https://x3yyntt5tp-staging.wpdns.site/locations/parklake-campus/","https://x3yyntt5tp-staging.wpdns.site/locations/parklake-campus/","200","text/html; charset=UTF-8","1521","Parklake Campus, Atlanta GA | Chroma Early Learning Academy","59","The art of growing up.","22","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/locations/parklake-campus/","1","Parklake Campus, Atlanta GA","1087","56","12","3","0","WebPage|BreadcrumbList|ChildCare|Preschool|EducationalOrganization|LocalBusiness","",""
"https://x3yyntt5tp-staging.wpdns.site/es/locations/parklake-campus/","https://x3yyntt5tp-staging.wpdns.site/es/locations/parklake-campus/","200","text/html; charset=UTF-8","1581","Campus Parklake, Atlanta GA | Campus de Chroma","46","Conoce Campus Parklake, Atlanta GA en Atlanta y descubre programas de cuidado infantil y preescolar de Chroma para tu familia.","126","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/locations/parklake-campus/","1","Campus Parklake, Atlanta GA","1128","56","12","3","0","WebPage|BreadcrumbList|ChildCare|Preschool|EducationalOrganization|LocalBusiness","",""
"https://x3yyntt5tp-staging.wpdns.site/","https://x3yyntt5tp-staging.wpdns.site/","200","text/html; charset=UTF-8","1573","Chroma Early Learning Academy | Daycare & Preschool in Metro Atl…","65","Discover Chroma Early Learning Academy for daycare, preschool, GA Pre-K, and family-focused early education across Metro Atlanta.","129","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/","1","The art of growing up.","2945","142","6","3","0","EducationalOrganization|FAQPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/programs/rising-kindergarten/","https://x3yyntt5tp-staging.wpdns.site/programs/rising-kindergarten/","200","text/html; charset=UTF-8","1476","Rising Kindergarten | Chroma Early Learning Academy","51","Our Rising Kindergarten Summer Program is a specialized 6-week curriculum designed to solidify early reading, mathematical reasoning, and vital executive function skills, ensuring your child is 100% prepared for day one of...","225","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/programs/rising-kindergarten/","1","Step into Kindergarten with absolute confidence.","711","47","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-kindergarten/","https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-kindergarten/","200","text/html; charset=UTF-8","1488","Kindergarten en ascenso | Programa de Chroma","44","Ayuda a tu hijo a prepararse para kindergarten con aprendizaje basado en el juego, rutinas escolares y apoyo de maestros de Chroma Early Learning Academy.","154","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-kindergarten/","1","Step into Kindergarten with absolute confidence.","708","47","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/programs/rising-pre-k/","https://x3yyntt5tp-staging.wpdns.site/programs/rising-pre-k/","200","text/html; charset=UTF-8","1461","Rising Pre-K | Chroma Early Learning Academy","44","Transitioning into a structured Pre-K environment is a massive developmental leap. Our Rising Pre-K Summer Program is an intensive, joyful 6-week bridge designed to build classroom routines, social-emotional resilience, and early literacy...","241","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/programs/rising-pre-k/","1","The perfect stepping stone to Pre-K.","705","47","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-pre-k/","https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-pre-k/","200","text/html; charset=UTF-8","1490","Pre-K en ascenso | Programa de Chroma","37","Prepara a tu hijo de 4 a 5 años para Pre-K con un programa alegre y práctico de Chroma Early Learning Academy. Conoce el programa y agenda una visita.","150","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/programs/rising-pre-k/","1","The perfect stepping stone to Pre-K.","702","47","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/programs/kindergarten/","https://x3yyntt5tp-staging.wpdns.site/programs/kindergarten/","200","text/html; charset=UTF-8","1532","Kindergarten | Chroma Early Learning Academy","44","Discover Chroma Early Learning Academy's engaging Kindergarten program. Fostering creativity, collaboration, and academic growth in a supportive environment.","157","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/programs/kindergarten/","1","The ultimate foundation for 1st grade.","809","48","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/es/programs/kindergarten/","https://x3yyntt5tp-staging.wpdns.site/es/programs/kindergarten/","200","text/html; charset=UTF-8","1500","Programa de kindergarten | Chroma Early Learning Academy","56","Descubre el programa de kindergarten de Chroma Early Learning Academy, diseñado para fortalecer la confianza, la curiosidad y la preparación para primer grado.","159","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/programs/kindergarten/","1","La base definitiva para primer grado.","850","48","6","3","0","BreadcrumbList|Service|Course","",""
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-stockbridge/","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-stockbridge/","200","text/html; charset=UTF-8","1492","Chroma Early Learning Academy Stockbridge Campus Opening May 2026","65","Chroma Early Learning Academy @ Stockbridge — New Campus! in South Metro. Quality childcare, preschool, and after-school programs. Enroll today!","144","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-stockbridge/","1","Stockbridge Campus","880","56","12","3","0","WebPage|BreadcrumbList|ChildCare|Preschool|EducationalOrganization|LocalBusiness","",""
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-stockbridge/","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-stockbridge/","200","text/html; charset=UTF-8","559","Campus Stockbridge | Campus de Chroma","37","¡Próximamente en South Metro en mayo de 2026!Chroma Early Learning Academy se expande a South Metro. Las inscripciones abren pronto. ¡Únete a la lista de esper…","160","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-stockbridge/","1","Campus Stockbridge","951","56","12","3","0","WebPage|BreadcrumbList|ChildCare|Preschool|EducationalOrganization|LocalBusiness","",""
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-grayson/","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-grayson/","200","text/html; charset=UTF-8","716","Grayson Campus: Quality Childcare & Preschool Programs | Chroma","63","Chroma Early Learning Academy @ Grayson — New Campus! in Gwinnett County. Quality childcare, preschool, and after-school programs. Enroll today!","144","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-grayson/","1","Grayson Campus","870","56","12","15","0","WebPage|BreadcrumbList|EducationalOrganization|LocalBusiness|Service|ChildCare|Course|SpecialAnnouncement|Event|ItemList|CollectionPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-grayson/","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-grayson/","200","text/html; charset=UTF-8","498","Campus Grayson | Campus de Chroma","33","¡Próximamente en mayo de 2026 en el condado de Gwinnett!Chroma Early Learning Academy se expande al condado de Gwinnett. Las inscripciones abren pronto. ¡Únase…","160","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-grayson/","1","Campus Grayson","944","56","12","15","0","WebPage|BreadcrumbList|EducationalOrganization|LocalBusiness|Service|ChildCare|Course|SpecialAnnouncement|Event|ItemList|CollectionPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-sugarloaf-pkwy/","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-sugarloaf-pkwy/","200","text/html; charset=UTF-8","507","Sugarloaf Pkwy Campus | Chroma Early Learning Academy","53","Chroma Early Learning Academy @ Sugarloaf Pkwy — New Campus! in Gwinnett County. Quality childcare, preschool, and after-school programs. Enroll today!","151","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-sugarloaf-pkwy/","1","Sugarloaf Pkwy Campus","871","56","12","15","0","WebPage|BreadcrumbList|EducationalOrganization|LocalBusiness|Service|ChildCare|Course|SpecialAnnouncement|Event|ItemList|CollectionPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-sugarloaf-pkwy/","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-sugarloaf-pkwy/","200","text/html; charset=UTF-8","540","Campus Sugarloaf Pkwy | Campus de Chroma","40","¡Próximamente en Mayo de 2026 en el Condado de Gwinnett!Chroma Early Learning Academy se expande al Condado de Gwinnett. Las inscripciones abren pronto. ¡Únete…","160","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/es/locations/chroma-early-learning-academy-sugarloaf-pkwy/","1","Campus Sugarloaf Pkwy","946","56","12","15","0","WebPage|BreadcrumbList|EducationalOrganization|LocalBusiness|Service|ChildCare|Course|SpecialAnnouncement|Event|ItemList|CollectionPage|Person","",""
"https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-chadwick/","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-chadwick/","200","text/html; charset=UTF-8","511","Chadwick Campus | Chroma Early Learning Academy","47","Chroma Early Learning Academy Chadwick Campus at 1479 Purcell Rd, Lawrenceville, GA 30043. Quality daycare, preschool, Pre-K, and after-school programs for ages 6 weeks to 12 years. Open 6:30am–6:30pm. Enroll...","211","max-image-preview:large","https://x3yyntt5tp-staging.wpdns.site/locations/chroma-early-learning-academy-chadwick/","1","Chadwick Campus","886","55","12","15","0","WebPage|BreadcrumbList|EducationalOrganization|LocalBusiness|Service|ChildCare|Course|SpecialAnnouncement|Event|ItemList|CollectionPage|Person","",""
